Coffee_Cups,Hours_Sleep,Productivity
2,7.33562247936146,18.08827681427061
6,6.57959634330465,19.869352578418315
8,4.261023637558555,1.7124747625886854
8,5.028781218317175,7.28670850647224
7,9.649983233937153,2.0988924431458744
6,4.245892018746191,4.47522770999471
2,5.823264035136836,13.105176037641552
7,8.716909423075135,9.333587529682632
5,7.31456994879605,21.38866230495915
6,8.392067606508538,17.61734482561234
8,7.814242526906015,12.714688967113162
8,9.20437380604133,3.736301545933538
3,7.443140929847328,17.00132947883949
7,7.995171593727267,16.06705719204926
1,5.91363020191249,9.111259303775936
1,7.879499463367205,10.33112572233203
7,6.405810853016157,17.736833910565057
9,6.320341198028931,8.339589948355243
7,8.342085271970706,11.8910229909121
5,8.352435064089047,10.89728331299862
8,9.532663233619196,4.5563243470540575
2,9.434894778229301,3.673028879138259
9,8.375972742038163,10.309100289266269
6,4.419331584644931,3.904825068354732
9,9.741521474424545,1.0
2,8.376951505999543,12.137662112484385
3,5.851209864870546,14.23699746119847
8,8.093363733344173,10.002255896281799
1,5.444101388555907,10.650101694083004
7,7.927945180164613,19.07640216775863
7,5.025594938388851,9.439584761917821
1,5.787672386820045,10.080978806982003
9,8.06489369380079,8.762421489092828
8,8.60933011448934,8.329305959145955
4,7.488155289150716,22.67793183726239
5,6.570747044968044,16.320746038381067
2,3.827700557474514,1.0
9,6.6864683505229605,11.972043464036883
6,7.800227615236792,21.521744684999447
3,6.524852341096529,19.34164671294914
7,6.966133088358372,14.65320651545708
9,6.721573798123119,11.839457218148464
3,6.517440673267849,17.576393389096346
2,7.113816084939719,15.017415127019104
7,6.5909581267713095,18.90498770695173
7,9.164934330447913,5.8079048341841375
4,3.6903717274244006,1.0
9,6.1812361210433835,11.61688891745798
8,5.694615664724163,13.451094844754202
1,7.328665900051615,12.082796399304918
1,7.115717178824689,11.396434668449112
5,9.433289652324143,7.918320388531553
6,9.926713072446692,3.8495154278937678
3,5.840374816644278,15.378340436505336
9,7.000750097550444,9.916303783826272
6,7.294456625386533,16.859595423642144
4,5.803279377493996,13.656444660465464
7,7.942573054056434,19.13427371251216
8,6.640738946852583,16.856786662607707
9,5.398547724098533,6.657725449658929
6,6.580647543600185,18.240702064294716
6,5.503488140889027,13.87304449514572
8,8.554970244128883,12.850609294911942
5,9.852338882670505,7.537192813161429
3,7.367229060841809,16.51949978589141
3,7.1669151520799135,20.2211097053237
6,7.228652150311278,19.451462219033836
2,8.773351043407473,8.78559429387032
6,8.741048505395774,16.445928769378128
6,6.826519647177654,19.419477692883717
8,7.378884891068637,15.805621357149086
7,7.978969610765618,16.579784868217722
8,5.293468815173899,6.424303897113143
9,8.818912356130685,5.959937978862364
6,9.602247836840842,4.8312283424338505
3,8.747548157259185,9.049844595828809
3,5.131609132578168,9.983956972171864
1,4.044999316871689,1.0
5,8.063078010276897,19.79949536639209
4,5.8597158265568705,14.771924775386175
9,7.430700031184479,10.049300088176869
9,9.302723080011322,1.8657093546623615
5,6.014567235402385,15.406256990206508
4,6.43366801538656,17.54052264994294
7,7.4150844588824745,14.32645631332204
6,5.053735540026654,13.764132223700113
4,5.863215705991186,16.31271669690939
2,7.037286255626904,15.465383780278167
1,6.549317696773373,13.425791562698866
4,7.912611630698839,16.389742255718637
4,11.1489694216589,1.0
1,7.1487075091271866,9.843116154846893
6,5.737432080942986,14.194837057544458
4,9.127360532136347,8.607508544605361
1,4.616772287019668,1.0
1,4.916637743456339,2.549612347672479
1,6.107344842028414,10.983597839690207
8,6.575669919220561,13.357454069007632
8,6.071390895224187,14.41463561288988
2,6.952731513365466,16.465533963389017
7,7.412112854119518,16.724681625274396
8,8.603439302912706,8.748515658912865
8,7.136782410765673,15.632739208170241
7,6.157080628457348,16.17313894013539
5,8.521968079659118,15.807929987544567
1,5.773426786404804,12.130769175901442
9,4.551095881469015,1.0
7,8.808934026856813,10.177054250398928
2,8.712779867216458,7.850991029031828
6,5.811552411693841,14.970781397055381
2,6.401351719268612,11.857707857732464
1,5.624608682005106,10.082084661459694
7,7.489936326347701,13.05336715353831
2,9.598073937052122,2.976233270659581
2,8.054322697892683,11.540679484066125
5,8.55358696387455,14.147924662109885
5,8.229592497536517,15.180229296915043
7,6.9998212771613595,20.891729255400353
1,8.625010656866973,6.7513119335090925
8,8.1175458443692,14.582939621551969
3,9.159168572729705,11.277035866264752
4,6.310676588257365,18.8764774160918
9,4.39283254068192,1.0
4,8.567876522309616,14.142240921349064
5,7.524654280909087,17.964979743915134
7,6.555930849518146,16.59859685540605
4,6.639770781538763,19.051222235035034
1,10.832029488853173,1.0
9,6.036708021198593,10.968355449194311
4,5.7200450397605005,17.338039187077577
9,7.127926350240028,11.698979345295616
6,8.770736316959441,14.03592362781766
1,10.417602979793841,1.0
3,7.986047445084356,18.684980523278234
2,5.094386884030855,7.106254728057438
9,9.9562964060767,1.0
1,6.970796951384354,9.04616018035966
9,5.743435852157546,8.081278569892243
9,5.3809113143509695,6.095147308779377
8,8.254493079003185,12.910477818963168
8,7.358244079279621,16.96695596575984
1,7.517613065418776,8.965363022896499
8,8.929754678607896,5.836127676696057
3,5.796768112735534,12.300649915507508
7,9.049231942410472,12.241665286806043
1,6.2212640158094645,11.382350419447842
1,10.246011060868534,1.0
5,7.89810852398971,17.500612410361907
5,5.619642205335435,18.552747508740545
8,3.9618728750192806,1.0
7,8.213387083418517,14.381007296003864
8,6.438729586014724,13.307357631123477
6,6.766651458217247,17.341112288458202
6,8.14929401376116,19.224894160751838
2,8.515620739375983,14.253590726230918
6,8.835565511003937,10.791009704051017
5,5.237738037425595,16.598750208963054
3,9.138842124436884,7.87592990088842
6,6.131431995747776,19.05847523471639
8,3.61562509787766,1.0
9,5.232339479709932,5.4605993786084275
1,7.327037638198847,11.13020892586792
3,5.531778630878291,15.29081395008512
3,6.867933296235934,15.74521109744129
8,7.507378731293768,17.279256401742312
1,6.727921895336071,12.137565794810135
5,6.258468493214925,17.74476103258176
3,5.1239559055176604,9.752581904484169
2,7.032915712322998,12.730908088107807
8,3.9025639186228975,1.0
3,5.971002937420868,15.354254566418236
7,5.608323836408859,12.003887847961524
1,6.6409347227366275,11.651214301069546
6,6.680005301036096,20.24104095432099
3,8.439935011650618,13.426230052446629
8,9.3752159158744,5.542150358992411
6,5.323331739644544,12.263287123474548
2,9.989248937905044,1.0
6,5.831056600717853,17.01077207009911
7,7.258790174384635,20.956569630793428
5,7.7662944837224765,23.654020152910473
3,10.66687412887376,1.0
4,6.186576493356004,17.318556643875056
4,4.30489298053292,4.480312063341113
6,9.235569205289472,10.695865157073824
1,5.749939661806848,11.526638242703024
4,6.457617129136611,17.60602467444837
4,5.323375519110737,14.640349233121766
1,6.461944340426622,11.149137634690579
9,5.739412695691838,10.05805750151534
4,8.014662724742157,20.45983449685302
7,7.121187444582969,17.48997073168487
3,5.978417259077982,12.57300207355305
3,8.493807964988392,15.024878881235066
8,7.382495126011898,13.541984519943378
8,4.230927624333917,1.0
1,8.379554971126453,9.767717837023811
2,7.277301825778952,15.940997101901534
8,9.086098731387313,6.592944114702395
1,7.185876139513967,10.779136696602126
8,5.812435974148608,6.879595808457271
8,6.693557000047244,16.708827007072315
2,8.205878996321081,12.085808294011796
4,5.843894410448707,19.853512288327963
6,6.339554819338662,19.423680386606165
9,6.667467130001399,10.6965930356713
8,5.275942584676191,11.688992234086054
8,5.865514863057138,15.22814576002785
7,7.258825287706285,17.42795531218256
9,8.803716621479513,7.880502429943518
2,7.475720477065713,13.936763944628646
3,6.931208110946468,18.3098308908167
8,5.753093839071534,13.53326682711483
6,8.642740617580348,15.672369694731856
9,7.650258249920264,12.39737211405305
4,5.939905354721141,16.587084324975834
8,8.347972688027351,14.05333454604752
3,7.8393655922657,16.34207615882806
3,5.779704475950647,13.883702943419841
8,6.8479326156037,14.345075086579074
5,6.260840907635595,22.78726445530273
3,10.950306910047408,1.0
1,7.797617324688488,13.310883660234449
3,7.28014308227236,15.572106315289545
9,7.70899458411507,11.97046424953937
5,9.068743882296246,12.03476440190538
2,6.874929783342302,18.711168641262848
7,6.115136053201366,15.125227800974855
2,8.266424842146126,10.431007802469546
4,6.737583150998032,19.129254038025792
7,5.395157006379245,16.17856159013365
4,5.1029703523659125,10.534240072107043
7,9.293944826259299,2.2988010037479896
7,7.197466850378927,18.041549360749418
1,6.115648924011398,12.334892184717622
6,6.648497633436905,17.22528030732136
9,8.211167077012528,10.762012969828389
2,6.559891726236932,13.040787444705671
3,4.825870406233872,8.253203947637308
5,7.488761278221887,21.02758945639393
9,8.812521726360345,3.054599179466555
4,8.712196476958376,13.999793111597764
1,6.161005092794133,13.02212211394971
4,8.903758984687569,13.199271654865418
6,7.319424960507434,17.854683274028115
5,8.861721015818091,16.1054264239561
1,7.86053054500383,11.835759386075802
4,4.717604736050996,5.3604477183576975
6,9.62010840626252,7.498551108333402
4,7.07767577679843,18.345184442562967
9,7.865190735870725,10.896017076411873
5,4.983933057292234,13.88695617362844
8,7.757989750117098,13.251693908105171
9,8.654391599113989,3.234791645478487
5,9.902980504897606,6.156498760180541
6,9.100599692192924,13.00412880872188
1,7.831337055919059,10.443245372545771
7,4.68343396997742,8.973886560075076
4,7.198409185746132,18.682494125895744
2,6.111235652180604,14.114136221612027
5,7.35246681222437,19.4629584072873
3,5.175511250807352,10.684593437424288
6,6.684749638312148,20.019839579082866
8,6.2242253742908975,11.879989812920627
7,6.17775046604613,16.144649746294128
3,6.192645721013268,17.325317081370443
8,6.796217925417634,19.093147148081087
2,7.429292138572033,12.796348088895108
9,3.2522596181928236,1.0
4,3.435350715493205,1.0
1,6.491962990117187,7.7303593318131885
8,6.703346432941578,16.145057351121533
7,7.283666824905911,19.59963642286316
5,5.908491467715663,18.794523606665855
5,7.0141977910340225,19.831742335714157
7,7.189784807527083,18.594443526708677
5,5.898162854701793,17.911599204980256
8,8.52018373261165,7.4991681615754295
6,7.265479467182591,19.745681954517828
5,7.820441643194935,17.919610208259844
9,7.103268596925779,10.569026851781997
2,10.155509654592581,1.0
1,7.89459560367648,12.904628851004542
8,6.268010025689162,12.128037234388064
3,8.2314503265526,15.660332579598665
7,4.543592623814993,8.848176155576429
8,7.179400394000656,12.443232689112817
6,7.478740435137985,19.195581474342095
9,7.196531143118047,12.170896471008414
7,6.499331693741669,14.949676729218785
5,5.481589964744478,16.147962538895104
8,5.815979481923556,14.928683606584226
2,7.153112374371076,18.46920838446721
7,5.329721151358012,11.921608932306496
4,9.65525142347091,10.40256982658164
9,3.0386534809844408,1.0
1,6.514843198683094,12.24167917590082
7,7.165584458661545,15.120574934239814
6,7.761131391749933,18.521723283979423
8,5.626112909106359,10.681055022741559
5,8.701442190832319,15.223943855292559
1,4.909253434280616,3.0037961676608127
1,6.1508071170886485,8.905774539172382
9,7.931121332919136,8.745444231637824
6,8.560282847189129,18.49595386843388
5,4.893998055428353,12.016559095845714
1,10.967555185622738,1.0
6,5.653762655249185,16.97686549343008
6,5.031726283708326,11.362443830794732
3,7.754072337659886,16.87195199334659
8,6.477559819627814,16.593888823828948
1,6.255921531190383,13.259148811933564
1,7.89346608635458,8.685811249227083
6,4.709056464358286,8.943672124692121
1,4.446798400037947,1.0
6,6.103864952285158,19.087608314662763
1,8.616852609179988,6.306966292903391
6,6.168917059880824,18.177105252689483
3,9.398735026792922,5.95158702045319
8,8.801522141757836,8.796796914373855
6,7.424419276761228,22.549038566883223
1,7.509585789062135,16.26217697670729
5,7.423003937525284,20.396319525161164
8,7.23957659302315,15.185266552517033
3,6.450637453782731,14.205128063847994
6,6.624718250189256,17.697490816895222
5,5.395059765111127,14.594861613297889
6,3.68493581606473,1.0
1,8.656105913923074,5.294824877994193
7,7.235887655177947,21.03949297638163
9,7.009317033432679,12.057408013252992
2,7.5976736842868196,15.021996317025913
5,5.757403817809527,15.563528335334869
4,5.498406679923351,17.345524451741543
6,6.574472959482771,18.71269621960016
6,9.052147722645719,10.035652118578266
2,5.246888457260311,6.191698202806851
2,3.059401964787751,1.0
4,6.217898362271871,17.172518052971153
1,8.714049874352774,9.493225548496277
9,4.401183963468469,2.180107800536988
7,5.229574594265692,9.260626775928474
7,7.395320110867253,15.443137544125811
3,10.854860553213001,1.0
3,4.962682497210706,8.06659899486825
1,4.9045988627980615,3.6534212997990725
3,7.508047553258778,16.830528389084403
3,8.807011659990557,12.030482402426857
4,6.063851931511435,19.77944063102419
4,4.567908765816746,5.541421436546938
3,7.6506238313295185,19.14379970516699
8,7.922262095954459,12.341560424091021
8,9.667982689807372,5.560702432073988
1,7.985420668486418,13.29984414473834
7,8.242099114558568,14.68821890745317
2,6.606782284198141,13.263592766899055
1,10.662256513254203,1.0
3,6.402786984117295,19.03393023146963
4,6.082116817882345,17.75417539491014
6,9.71427237777791,6.619184689967621
5,4.788644081656885,14.628267943409043
4,4.2288874232081275,2.60110429605957
8,7.179335386897727,12.97540115049631
4,6.997395215086457,19.88510689925636
2,6.658168027674007,17.555821028296037
3,8.490894635682478,11.673545791014908
6,5.637690726567144,15.857476364556181
8,7.096250688437011,18.221558932292783
8,6.459841071042719,11.6507009859547
9,5.6631722498398736,8.896419055681827
7,6.907239874058975,16.902584930873243
2,8.278893704942654,12.477174964858712
8,10.180852180645752,1.0
7,7.869128474348454,16.930848405929638
8,3.2337474978978227,1.0
3,6.942789871837527,16.99096172600431
7,7.074704186354249,20.842024529731233
